name,slug,value,date_of_information,ranking,region
"Saudi Arabia","saudi-arabia","$46,962","2019 est.","34","Middle East"
"United Kingdom","united-kingdom","$46,659","2019 est.","35","Europe"
"Saint Pierre and Miquelon","saint-pierre-and-miquelon","$46,200","2006 est.","36","North America"
"France","france","$46,184","2019 est.","37","Europe"
"Bahrain","bahrain","$45,011","2019 est.","38","Middle East"
"Malta","malta","$44,032","2019 est.","39","Europe"
"New Zealand","new-zealand","$42,888","2019 est.","40","Australia - Oceania"
"Korea, South","korea-south","$42,765","2019 est.","41","East Asia/Southeast Asia"
"Italy","italy","$42,492","2019 est.","42","Europe"
"Greenland","greenland","$41,800","2015 est.","43","North America"
"Japan","japan","$41,429","2019 est.","44","East Asia/Southeast Asia"
"Spain","spain","$40,903","2019 est.","45","Europe"
"Czechia","czechia","$40,862","2019 est.","46","Europe"
"Israel","israel","$40,145","2019 est.","47","Middle East"
"Faroe Islands","faroe-islands","$40,000","2014 est.","48","Europe"
"Cyprus","cyprus","$39,545","2019 est.","49","Europe"
"Slovenia","slovenia","$39,088","2019 est.","50","Europe"
"Aruba","aruba","$37,500","2017 est.","51","Central America"
"Lithuania","lithuania","$37,231","2019 est.","52","Europe"
"Bahamas, The","bahamas-the","$37,101","2019 est.","53","Central America"
