name,slug,value,date_of_information,ranking,region
"Kazakhstan","kazakhstan","14,789,448","","44","Central Asia"
"Chile","chile","14,757,868","","45","South America"
"Tanzania","tanzania","13,862,836","","46","Africa"
"Sudan","sudan","13,311,404","","47","Africa"
"Cote d'Ivoire","cote-divoire","12,295,204","","48","Africa"
"Ghana","ghana","10,959,964","","49","Africa"
"Guatemala","guatemala","10,777,827","","50","Central America"
"Belgium","belgium","10,258,638","","51","Europe"
"Nepal","nepal","10,103,980","","52","South Asia"
"Uganda","uganda","9,620,681","","53","Africa"
"United Arab Emirates","united-arab-emirates","9,550,945","","54","Middle East"
"Ecuador","ecuador","9,448,692","","55","South America"
"Sweden","sweden","9,251,773","","56","Europe"
"Kenya","kenya","9,129,243","","57","Africa"
"Czechia","czechia","8,622,750","","58","Europe"
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","8,231,357","","59","Africa"
"Azerbaijan","azerbaijan","8,017,120","","60","Middle East"
